elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering
329.7007751464844,0.0,0.0,-0.33000001311302185,-0.25999999046325684,0.0,0.0,0.0,-0.0,-0.0
329.80267333984375,0.0,0.0,-0.3100000023841858,-0.2800000011920929,0.0,0.0,0.0,-0.0,-0.0
329.9031677246094,0.0,0.0,-0.33000001311302185,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
330.00323486328125,0.0,0.0,-0.27000001072883606,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
330.1031188964844,0.0,0.0,-0.25,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
330.2015686035156,0.0,0.0,-0.2800000011920929,-0.25999999046325684,0.0,0.0,0.0,-0.0,-0.0
330.3022155761719,0.0,0.0,-0.33000001311302185,-0.25999999046325684,0.0,0.0,0.0,-0.0,-0.0
330.403076171875,0.0,0.0,-0.3199999928474426,-0.2800000011920929,-0.0,0.0,0.0,-0.0,-0.0
330.50372314453125,0.0,0.0,-0.2800000011920929,-0.25,0.0,0.0,0.0,-0.0,-0.0
330.6029357910156,0.0,0.0,-0.3100000023841858,-0.25999999046325684,-0.0,0.0,0.0,-0.0,-0.0
330.7013854980469,0.0,0.0,-0.33000001311302185,-0.25999999046325684,0.0,0.0,0.0,-0.0,-0.0
330.8006591796875,0.0,0.0,-0.27000001072883606,-0.28999999165534973,0.0,0.0,0.0,-0.0,-0.0
330.9026184082031,0.0,0.0,-0.27000001072883606,-0.28999999165534973,-0.0,0.0,0.0,-0.0,-0.0
331.0010986328125,0.0,0.0,-0.27000001072883606,-0.25999999046325684,0.0,0.0,0.0,-0.0,-0.0
331.1007385253906,0.0,0.0,-0.3199999928474426,-0.25,0.0,0.0,0.0,-0.0,-0.0
331.20068359375,0.0,0.0,-0.36000001430511475,-0.27000001072883606,-0.0,0.0,0.0,-0.0,-0.0
331.3008728027344,0.0,0.0,-0.27000001072883606,-0.28999999165534973,-0.0,0.0,0.0,-0.0,-0.0
331.40283203125,0.0,0.0,-0.3100000023841858,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
331.5032043457031,0.0,0.0,-0.33000001311302185,-0.25,0.0,0.0,0.0,-0.0,-0.0
331.6030578613281,0.0,0.0,-0.2800000011920929,-0.2800000011920929,0.0,0.0,0.0,-0.0,-0.0
331.7049560546875,0.0,0.0,-0.2800000011920929,-0.28999999165534973,0.0,0.0,0.0,-0.0,-0.0
331.80291748046875,0.0,0.0,-0.28999999165534973,-0.28999999165534973,0.0,0.0,0.0,-0.0,-0.0
331.9057312011719,0.0,0.0,-0.3100000023841858,-0.23000000417232513,0.0,0.0,0.0,-0.0,-0.0
332.0032958984375,0.0,0.0,-0.33000001311302185,-0.25999999046325684,-0.0,0.0,0.0,-0.0,-0.0
332.1013488769531,0.0,0.0,-0.30000001192092896,-0.30000001192092896,0.0,0.0,0.0,-0.0,-0.0
332.2008972167969,0.0,0.0,-0.27000001072883606,-0.25999999046325684,0.0,0.0,0.0,-0.0,-0.0
332.3027648925781,0.0,0.0,-0.33000001311302185,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
332.4009094238281,0.0,0.0,-0.2800000011920929,-0.2800000011920929,0.0,0.0,0.0,-0.0,-0.0
332.5026550292969,0.0,0.0,-0.2800000011920929,-0.2800000011920929,-0.0,0.0,0.0,-0.0,-0.0
332.6030578613281,0.0,0.0,-0.3100000023841858,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
332.7029724121094,0.0,0.0,-0.33000001311302185,-0.2800000011920929,0.0,0.0,0.0,-0.0,-0.0
332.8021240234375,0.0,0.0,-0.28999999165534973,-0.28999999165534973,0.0,0.0,0.0,-0.0,-0.0
332.90252685546875,0.0,0.0,-0.27000001072883606,-0.30000001192092896,0.0,0.0,0.0,-0.0,-0.0
333.0023498535156,0.0,0.0,-0.3199999928474426,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
333.10302734375,0.0,0.0,-0.3499999940395355,-0.27000001072883606,-0.0,0.0,0.0,-0.0,-0.0
333.20306396484375,0.0,0.0,-0.2800000011920929,-0.2800000011920929,0.0,0.0,0.0,-0.0,-0.0
333.3028564453125,0.0,0.0,-0.28999999165534973,-0.25,0.0,0.0,0.0,-0.0,-0.0
333.4029846191406,0.0,0.0,-0.33000001311302185,-0.23000000417232513,0.0,0.0,0.0,-0.0,-0.0
333.50140380859375,0.0,0.0,-0.30000001192092896,-0.25999999046325684,0.0,0.0,0.0,-0.0,-0.0
333.6019592285156,0.0,0.0,-0.27000001072883606,-0.2800000011920929,-0.0,0.0,0.0,-0.0,-0.0
333.70306396484375,0.0,0.0,-0.25,-0.28999999165534973,0.0,0.0,0.0,-0.0,-0.0
333.80078125,0.0,0.0,-0.33000001311302185,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
333.902587890625,0.0,0.0,-0.30000001192092896,-0.25,-0.0,0.0,0.0,-0.0,-0.0
334.0032653808594,0.0,0.0,-0.27000001072883606,-0.28999999165534973,-0.0,0.0,0.0,-0.0,-0.0
334.102294921875,0.0,0.0,-0.33000001311302185,-0.27000001072883606,0.0,0.0,0.0,-0.0,-0.0
334.2032165527344,0.0,0.0,-0.33000001311302185,-0.23000000417232513,0.0,0.0,0.0,-0.0,-0.0
334.3033447265625,0.0,0.0,-0.30000001192092896,-0.3100000023841858,0.0,0.0,0.0,-0.0,-0.0
334.4037780761719,0.0,0.0,-0.25999999046325684,-0.28999999165534973,-0.0,0.0,1.0,-0.0,-0.0
334.5032043457031,0.0,0.0,-0.3100000023841858,-0.27000001072883606,-0.0,0.0,1.0,0.0,-0.0
334.6021728515625,0.0,0.0,-0.33000001311302185,-0.2800000011920929,0.0,0.0,1.0,0.0,-0.0
334.70318603515625,0.0,0.0,-0.2800000011920929,-0.2800000011920929,-0.0,0.0,1.0,0.0,-0.0
334.8030700683594,0.0,0.0,-0.2800000011920929,-0.2800000011920929,-0.0,0.0,1.0,0.0,-0.0
334.90155029296875,0.0,0.0,-0.33000001311302185,-0.23999999463558197,0.0,0.0,1.0,0.0,-0.0
335.0005798339844,0.0,0.0,-0.33000001311302185,-0.25,-0.0,0.0,1.0,0.0,-0.0
335.10089111328125,0.0,0.0,-0.33000001311302185,-0.27000001072883606,0.0,0.0,1.0,0.0,-0.0
335.2005310058594,0.0,0.0,-0.3100000023841858,-0.25999999046325684,-0.0,0.0,1.0,0.0,-0.0
335.3017578125,0.0,0.0,-0.3400000035762787,-0.25,0.0,0.0,1.0,0.0,-0.0
335.4009094238281,0.0,0.0,-0.27000001072883606,-0.2800000011920929,0.0,0.0,1.0,0.0,-0.0
335.50054931640625,0.0,0.0,-0.25999999046325684,-0.2800000011920929,-0.0,0.0,1.0,0.0,-0.0
335.602294921875,0.0,0.0,-0.3199999928474426,-0.25,0.0,0.0,1.0,0.0,-0.0
335.7029113769531,0.0,0.0,-0.3100000023841858,-0.2800000011920929,-0.0,0.0,1.0,0.0,-0.0
335.8026428222656,0.0,0.0,-0.27000001072883606,-0.27000001072883606,-0.0,0.0,1.0,0.0,-0.0
